# ell                       bee    (in degrees)
#The pixel number is simply the row once you remove the two lines I have written
4.500000000000000000e+01 8.926902770996093750e+01
1.350000000000000000e+02 8.926902770996093750e+01
2.250000000000000000e+02 8.926902770996093750e+01
3.150000000000000000e+02 8.926902770996093750e+01
2.250000000000000000e+01 8.853803253173828125e+01
6.750000000000000000e+01 8.853803253173828125e+01
1.125000000000000000e+02 8.853803253173828125e+01
1.575000000000000000e+02 8.853803253173828125e+01
2.025000000000000000e+02 8.853803253173828125e+01
2.475000000000000000e+02 8.853803253173828125e+01
2.925000000000000000e+02 8.853803253173828125e+01
3.375000000000000000e+02 8.853803253173828125e+01
1.500000000000000000e+01 8.780696868896484375e+01
4.500000000000000000e+01 8.780696868896484375e+01
7.500000000000000000e+01 8.780696868896484375e+01
1.050000000000000000e+02 8.780696868896484375e+01
1.350000000000000000e+02 8.780696868896484375e+01
1.650000000000000000e+02 8.780696868896484375e+01
1.950000000000000000e+02 8.780696868896484375e+01
2.250000000000000000e+02 8.780696868896484375e+01
2.550000000000000000e+02 8.780696868896484375e+01
2.850000000000000000e+02 8.780696868896484375e+01
3.150000000000000000e+02 8.780696868896484375e+01
3.450000000000000000e+02 8.780696868896484375e+01
1.125000000000000000e+01 8.707582092285156250e+01
3.375000000000000000e+01 8.707582092285156250e+01
5.625000000000000000e+01 8.707582092285156250e+01
7.875000000000000000e+01 8.707582092285156250e+01
1.012500000000000000e+02 8.707582092285156250e+01
1.237500000000000000e+02 8.707582092285156250e+01
1.462500000000000000e+02 8.707582092285156250e+01
1.687500000000000000e+02 8.707582092285156250e+01
1.912500000000000000e+02 8.707582092285156250e+01
2.137500000000000000e+02 8.707582092285156250e+01
2.362500000000000000e+02 8.707582092285156250e+01
2.587500000000000000e+02 8.707582092285156250e+01
2.812500000000000000e+02 8.707582092285156250e+01
3.037500000000000000e+02 8.707582092285156250e+01
3.262500000000000000e+02 8.707582092285156250e+01
3.487500000000000000e+02 8.707582092285156250e+01
9.000000000000000000e+00 8.634455108642578125e+01
2.700000000000000000e+01 8.634455108642578125e+01
4.500000000000000000e+01 8.634455108642578125e+01
6.300000000000000000e+01 8.634455108642578125e+01
8.100000000000000000e+01 8.634455108642578125e+01
9.900000000000000000e+01 8.634455108642578125e+01
1.170000000000000000e+02 8.634455108642578125e+01
1.350000000000000000e+02 8.634455108642578125e+01
1.530000000000000000e+02 8.634455108642578125e+01
1.710000000000000000e+02 8.634455108642578125e+01
1.890000000000000000e+02 8.634455108642578125e+01
2.070000000000000000e+02 8.634455108642578125e+01
2.250000000000000000e+02 8.634455108642578125e+01
2.430000000000000000e+02 8.634455108642578125e+01
2.610000000000000000e+02 8.634455108642578125e+01
2.790000000000000000e+02 8.634455108642578125e+01
2.970000000000000000e+02 8.634455108642578125e+01
3.150000000000000000e+02 8.634455108642578125e+01
3.330000000000000000e+02 8.634455108642578125e+01
3.510000000000000000e+02 8.634455108642578125e+01
7.500000000000000000e+00 8.561313629150390625e+01
2.250000000000000000e+01 8.561313629150390625e+01
3.750000000000000000e+01 8.561313629150390625e+01
5.250000000000000000e+01 8.561313629150390625e+01
6.750000000000000000e+01 8.561313629150390625e+01
8.250000000000000000e+01 8.561313629150390625e+01
9.750000000000000000e+01 8.561313629150390625e+01
1.125000000000000000e+02 8.561313629150390625e+01
1.275000000000000000e+02 8.561313629150390625e+01
1.425000000000000000e+02 8.561313629150390625e+01
1.575000000000000000e+02 8.561313629150390625e+01
1.725000000000000000e+02 8.561313629150390625e+01
1.875000000000000000e+02 8.561313629150390625e+01
2.025000000000000000e+02 8.561313629150390625e+01
2.175000000000000000e+02 8.561313629150390625e+01
2.325000000000000000e+02 8.561313629150390625e+01
2.475000000000000000e+02 8.561313629150390625e+01
2.625000000000000000e+02 8.561313629150390625e+01
2.775000000000000000e+02 8.561313629150390625e+01
2.925000000000000000e+02 8.561313629150390625e+01
3.075000000000000000e+02 8.561313629150390625e+01
3.225000000000000000e+02 8.561313629150390625e+01
3.375000000000000000e+02 8.561313629150390625e+01
3.525000000000000000e+02 8.561313629150390625e+01
6.428571224212646484e+00 8.488153839111328125e+01
1.928571510314941406e+01 8.488153839111328125e+01
3.214285659790039062e+01 8.488153839111328125e+01
4.500000000000000000e+01 8.488153839111328125e+01
5.785714340209960938e+01 8.488153839111328125e+01
7.071428680419921875e+01 8.488153839111328125e+01
8.357142639160156250e+01 8.488153839111328125e+01
9.642857360839843750e+01 8.488153839111328125e+01
1.092857131958007812e+02 8.488153839111328125e+01
1.221428604125976562e+02 8.488153839111328125e+01
1.350000000000000000e+02 8.488153839111328125e+01
1.478571472167968750e+02 8.488153839111328125e+01
1.607142791748046875e+02 8.488153839111328125e+01
1.735714263916015625e+02 8.488153839111328125e+01
1.864285736083984375e+02 8.488153839111328125e+01
1.992857208251953125e+02 8.488153839111328125e+01
2.121428527832031250e+02 8.488153839111328125e+01
2.250000000000000000e+02 8.488153839111328125e+01
2.378571472167968750e+02 8.488153839111328125e+01
2.507142791748046875e+02 8.488153839111328125e+01
2.635714416503906250e+02 8.488153839111328125e+01
2.764285583496093750e+02 8.488153839111328125e+01
2.892857055664062500e+02 8.488153839111328125e+01
3.021428527832031250e+02 8.488153839111328125e+01
3.150000000000000000e+02 8.488153839111328125e+01
3.278571472167968750e+02 8.488153839111328125e+01
3.407142944335937500e+02 8.488153839111328125e+01
3.535714416503906250e+02 8.488153839111328125e+01
5.625000000000000000e+00 8.414973449707031250e+01
1.687500000000000000e+01 8.414973449707031250e+01
2.812500000000000000e+01 8.414973449707031250e+01
3.937500000000000000e+01 8.414973449707031250e+01
5.062500000000000000e+01 8.414973449707031250e+01
6.187500000000000000e+01 8.414973449707031250e+01
7.312500000000000000e+01 8.414973449707031250e+01
8.437500000000000000e+01 8.414973449707031250e+01
9.562500000000000000e+01 8.414973449707031250e+01
1.068750000000000000e+02 8.414973449707031250e+01
1.181250000000000000e+02 8.414973449707031250e+01
1.293750000000000000e+02 8.414973449707031250e+01
1.406250000000000000e+02 8.414973449707031250e+01
1.518750000000000000e+02 8.414973449707031250e+01
1.631250000000000000e+02 8.414973449707031250e+01
1.743750000000000000e+02 8.414973449707031250e+01
1.856250000000000000e+02 8.414973449707031250e+01
1.968750000000000000e+02 8.414973449707031250e+01
2.081250000000000000e+02 8.414973449707031250e+01
2.193750000000000000e+02 8.414973449707031250e+01
2.306250000000000000e+02 8.414973449707031250e+01
2.418750000000000000e+02 8.414973449707031250e+01
2.531250000000000000e+02 8.414973449707031250e+01
2.643750000000000000e+02 8.414973449707031250e+01
2.756250000000000000e+02 8.414973449707031250e+01
2.868750000000000000e+02 8.414973449707031250e+01
2.981250000000000000e+02 8.414973449707031250e+01
3.093750000000000000e+02 8.414973449707031250e+01
3.206250000000000000e+02 8.414973449707031250e+01
3.318750000000000000e+02 8.414973449707031250e+01
3.431250000000000000e+02 8.414973449707031250e+01
3.543750000000000000e+02 8.414973449707031250e+01
5.000000000000000000e+00 8.341768646240234375e+01
1.500000000000000000e+01 8.341768646240234375e+01
2.500000000000000000e+01 8.341768646240234375e+01
3.500000000000000000e+01 8.341768646240234375e+01
4.500000000000000000e+01 8.341768646240234375e+01
5.500000000000000000e+01 8.341768646240234375e+01
6.500000000000000000e+01 8.341768646240234375e+01
7.500000000000000000e+01 8.341768646240234375e+01
8.500000000000000000e+01 8.341768646240234375e+01
9.500000000000000000e+01 8.341768646240234375e+01
1.050000000000000000e+02 8.341768646240234375e+01
1.150000000000000000e+02 8.341768646240234375e+01
1.250000000000000000e+02 8.341768646240234375e+01
1.350000000000000000e+02 8.341768646240234375e+01
1.450000000000000000e+02 8.341768646240234375e+01
1.550000000000000000e+02 8.341768646240234375e+01
1.650000000000000000e+02 8.341768646240234375e+01
1.750000000000000000e+02 8.341768646240234375e+01
1.850000000000000000e+02 8.341768646240234375e+01
1.950000000000000000e+02 8.341768646240234375e+01
2.050000000000000000e+02 8.341768646240234375e+01
2.150000000000000000e+02 8.341768646240234375e+01
2.250000000000000000e+02 8.341768646240234375e+01
2.350000000000000000e+02 8.341768646240234375e+01
2.450000000000000000e+02 8.341768646240234375e+01
2.550000000000000000e+02 8.341768646240234375e+01
2.650000000000000000e+02 8.341768646240234375e+01
2.750000000000000000e+02 8.341768646240234375e+01
2.850000000000000000e+02 8.341768646240234375e+01
2.950000000000000000e+02 8.341768646240234375e+01
3.050000000000000000e+02 8.341768646240234375e+01
3.150000000000000000e+02 8.341768646240234375e+01
3.250000000000000000e+02 8.341768646240234375e+01
3.350000000000000000e+02 8.341768646240234375e+01
